record_id,Make,Model,Damage,Defect,Loading,Maneuver,driverVehicle_id,Plate number,Vehicle type,Engine number,Chassis number,Classification,Insurance details,same
275f5c3b-d6cd-404c-ad7b-ee726987c8ee,,,,,,,223d5534-3b2c-4dd2-aaee-0150851805d2,,Motorcycle,,,Private,,275f5c3b-d6cd-404c-ad7b-ee726987c8ee
27c8dac4-4a87-4ca5-a917-818ec3c5ef5b,Toyota,Wigo,Multiple,None,Legal,Going ahead,f35ed277-0a76-418c-983e-29d749f09da3,ABI 3181,Car,not indicated in the report,not indicated in the report,Private,not indicated in the report,27c8dac4-4a87-4ca5-a917-818ec3c5ef5b
27c8dac4-4a87-4ca5-a917-818ec3c5ef5b,Hyundai ,EON,Multiple,None,Other (see description),Parked off road,47fb88c2-215e-4c7d-99a7-14ce334b71c2,AVA 5432,Car,not indicated in the report,not indicated in the report,Private,not indicated in the report,27c8dac4-4a87-4ca5-a917-818ec3c5ef5b
28c96a9b-12c6-43bc-a688-8c8346d98f44,Toyota Hi-lux pick up,NONE,Front,Lights,Legal,Going ahead,3c3e02d1-83f7-4b91-958d-09cf9ab31c13, KAB 7782,Truck (Pick-Up),NONE,NONE,Private,NONE,28c96a9b-12c6-43bc-a688-8c8346d98f44
28d019c3-a970-442e-ba79-b106f2bee838,Kawasaki ,CT-100 Bajaj,Multiple,,,Going ahead,398fb4d0-5a58-4644-9544-da2f75b2422c,BC 15030,Motorcycle,,MD2A18AZ4EWL36407,Private,,28d019c3-a970-442e-ba79-b106f2bee838
2930bd77-9454-436f-925a-eaf8884d4c18,Mitsubishi Fuso,Mitsubishi,None,Multiple,Legal,Reversing,74f44fa2-f65a-4480-9d1b-24989ae3b743,GKC 255,Truck (Rigid),4D32718603,FE335E523534,Private,,2930bd77-9454-436f-925a-eaf8884d4c18
2a01a445-2061-4b28-b1d5-c58d75b38650,Honda,Honda XRM 125,Multiple,None,Legal,Cross traffic,fbec5e77-ec97-47b0-8719-b29e10808edb,without Plate No.,Motorcycle,unknown,unknown,Private,not mentioned,2a01a445-2061-4b28-b1d5-c58d75b38650
2a01a445-2061-4b28-b1d5-c58d75b38650,Motoposh,Pinoy 125,Left,None,Legal,Cross traffic,c2bd1446-6c14-4ed7-afb8-1c86462e409e,Temporary plate No. 0901-353777,Motorcycle,157FMIJHO15067,MT7LC5380M0015067,Private,C.R. 315713311,2a01a445-2061-4b28-b1d5-c58d75b38650
2a01a445-2061-4b28-b1d5-c58d75b38650,Honda ,XRM 125,Multiple,Lights,Legal,Overtaking,3ced0252-b1cd-4184-835e-25dd8cb1449d,9233 JL,Motorcycle,unknown,unknown,Private,unknown,2a01a445-2061-4b28-b1d5-c58d75b38650
2a19cc4b-f06b-4f1e-b6ac-4d55c23bd74d,Honda CB 125 ,,Front,None,Legal,Going ahead,940eca2e-0f03-4879-a9e7-464f3c16df73,MA ,Motorcycle,,,Private,,2a19cc4b-f06b-4f1e-b6ac-4d55c23bd74d
2b214e03-b508-48b8-a5ef-8f0b0f0251e4,Fuso Tractor Head Truck,,Multiple,None,,Cross traffic,d6c6de60-6771-44cf-ac75-40bed1793428,RHE 790,Truck (Unknown),,,Private,,2b214e03-b508-48b8-a5ef-8f0b0f0251e4
2b214e03-b508-48b8-a5ef-8f0b0f0251e4,Kawasaki Baja MC ,,Multiple,None,,Merging,d1907b01-3d2f-4d9c-96b2-fee060d9fe2f,no,Motorcycle,,,Private,,2b214e03-b508-48b8-a5ef-8f0b0f0251e4
2cd2f36a-4555-4094-ab99-d47bede5d116,,Color blue Mitsubishi Truck ,,,,,7c2a2865-8772-4e91-9840-ddbeefd5d029,bearing plate No. TET-972,,,,Private,,2cd2f36a-4555-4094-ab99-d47bede5d116
2cd2f36a-4555-4094-ab99-d47bede5d116,,Color black Suzuki Raider 150 ,,,,,cc221180-cd93-49c6-8fb5-a9ac379f0ad3,"bearing plate No. 1918 EC,",Motorcycle,,,Private,,2cd2f36a-4555-4094-ab99-d47bede5d116
2da4bdf5-49f2-4cf2-a088-d44ef9cfe562,Rusi 125,,Front,None,,Going ahead,8bf7979c-e91d-4266-bce0-c9b8833a1472,CO51882.,Motorcycle,,,Private,,2da4bdf5-49f2-4cf2-a088-d44ef9cfe562
2e749fb0-7589-4724-98fe-226be4ba1494,,,,,,,23fcc5f7-960f-40c2-a4e5-13b620a2962e,,Car,,,,,2e749fb0-7589-4724-98fe-226be4ba1494
2e749fb0-7589-4724-98fe-226be4ba1494,,,,,,,7f49be22-8487-4a01-9306-1abd696f3f39,,Motorcycle,,,,,2e749fb0-7589-4724-98fe-226be4ba1494
2e943aaf-48b1-4c15-ba4e-257e16de42a9,,,,,,,7f0cdc8e-abea-4f7a-8cd9-c2e367f37221,,Truck (Rigid),,,Private,,2e943aaf-48b1-4c15-ba4e-257e16de42a9
2e943aaf-48b1-4c15-ba4e-257e16de42a9,,,,,,,72af3d84-c1c3-4c40-9dbb-f51ca7ea3475,,Motorcycle,,,Private,,2e943aaf-48b1-4c15-ba4e-257e16de42a9
2ef20125-8431-4afa-91a0-cf468f9a3a51,Suzuki Smash motorcycle,,Front,None,,Going ahead,48ade7a8-6da0-4507-91ac-3e9eb1e8c2e1,no,Motorcycle,,,Private,,2ef20125-8431-4afa-91a0-cf468f9a3a51
2ef20125-8431-4afa-91a0-cf468f9a3a51,Honda TMX Motorcycle,,Front,None,,Going ahead,3cddd005-38f4-4c27-b395-8bf4907ff6d9,no,Motorcycle,,,Private,,2ef20125-8431-4afa-91a0-cf468f9a3a51
30770a1f-1ffd-4f13-8f23-fcb9cf99c3c2,ten wheeler truck ,,,,,,a6f4e1fe-23fc-43c1-865c-6af73adf63ce,,Truck (Unknown),,,Private,,30770a1f-1ffd-4f13-8f23-fcb9cf99c3c2
3078e41a-5b5d-49b0-9a96-79443fca5acc,Ford,2018,Left,Multiple,Other (see description),Left turn,713e031e-950a-4082-93c7-324f80f40083,CO 0208,Car,P4AT2495103,MNCUMFF8011W760037,Private,,3078e41a-5b5d-49b0-9a96-79443fca5acc
3078e41a-5b5d-49b0-9a96-79443fca5acc,Honda,2018,None,Multiple,Other (see description),Going ahead,b4b220e4-8d31-4938-b811-54a7e0b6a73e,w/out plate #,Motorcycle,none,none,Private,none,3078e41a-5b5d-49b0-9a96-79443fca5acc
30fdb60e-2b09-4b0a-9510-2de7e65dd82c,YAMAHA ,MIO 125,,,,,501c0f2d-7ff4-4613-bc96-86654dc5b0ea,1001-202064,Motorcycle,E3R2E-1228417,PA0SE9810G0108717,Private,,30fdb60e-2b09-4b0a-9510-2de7e65dd82c
30fdb60e-2b09-4b0a-9510-2de7e65dd82c,BAJAJ TRICAB,BAJAJ TRICAB,,,,,8d75e0f8-c614-48bd-8fe3-b1ad0a9be529,,Tricycle,,,Private,,30fdb60e-2b09-4b0a-9510-2de7e65dd82c
31373b30-ed82-435c-bc23-159356fb1d09,Yamaha,,Front,Multiple,Legal,Going ahead,c92df128-e570-47f0-8ef3-94870e0e3220,,Tricycle,,,Private,,31373b30-ed82-435c-bc23-159356fb1d09
31373b30-ed82-435c-bc23-159356fb1d09,XRM,,Front,Multiple,,Going ahead,e48b5832-b1f0-4782-bd8f-b6e096fbc0b1,,Motorcycle,,,Private,,31373b30-ed82-435c-bc23-159356fb1d09
344db825-8bdd-48f4-aff8-fbeb4d6d38bd,kawasaki klx150,,,Multiple,Legal,Going ahead,f556a66e-bb50-446c-9d70-9a645d829f89,8675LJ,Motorcycle,,,Private,,344db825-8bdd-48f4-aff8-fbeb4d6d38bd
344db825-8bdd-48f4-aff8-fbeb4d6d38bd,SUZUKI,,Multiple,Multiple,Legal,Going ahead,625f499f-1f97-4f3a-89cd-b4a7f2b3730e,,Motorcycle,,,Private,,344db825-8bdd-48f4-aff8-fbeb4d6d38bd
344efe41-0d21-477c-828a-df352835114d,Skygo,,,,,,73a0c37c-4d68-4a98-a4ff-a07c5e0cbbfd,,Motorcycle,,,Private,,344efe41-0d21-477c-828a-df352835114d
344efe41-0d21-477c-828a-df352835114d,Honda ,XRM 125,,,,,4e5c267b-bde5-407c-a011-88214733088d,,Motorcycle,,,Private,,344efe41-0d21-477c-828a-df352835114d
352e7f5b-b06c-4d91-a0b2-4f565c6a0ddd,Unidentified,Unidentified,,,Other (see description),Going ahead,abc8246a-11c5-4053-84c1-8568ac789efb,Unidentified,Van,Unidentified,Unidentified,Public / For-Hire,,352e7f5b-b06c-4d91-a0b2-4f565c6a0ddd
3619cdf7-7fcd-41d6-b80b-4e9efdca6307,Honda,Fit Hatchback,Front,None,Legal,Left turn,3f5d7bc0-3201-4240-bdd9-8034c5fd62c0,MFR 472,Car,L13A1813352,GD11911322,Private,,3619cdf7-7fcd-41d6-b80b-4e9efdca6307
3619cdf7-7fcd-41d6-b80b-4e9efdca6307,Suzuki,Raider 150,Multiple,None,Legal,Overtaking,12a3dcfb-e852-44ed-b776-c22d50765113, 0901-02,Motorcycle,G427-304703,BG41K-204373,Private,,3619cdf7-7fcd-41d6-b80b-4e9efdca6307
364c0086-0b5e-4cc5-b04d-d0e5d8cec103,motorstar,,Front,,,Going ahead,34a77a2c-153b-4452-890f-4482efa66b99,090106,Motorcycle,152FMHPA132455 ,LAMSXKHF7G0017694,Private,,364c0086-0b5e-4cc5-b04d-d0e5d8cec103
364c0086-0b5e-4cc5-b04d-d0e5d8cec103,military truck,,Right,,,,03e580d6-0b9a-4386-9c19-5c10b9dd2b79,SJD 715,Armored Car,D4DA9386685,2003KM480000319,Government,,364c0086-0b5e-4cc5-b04d-d0e5d8cec103
3675837d-0eb3-4ad7-b57e-b0af57067c86,,"A KAWASAKI CT125A STX, COLOR RED WITH",,,,,5a61ac33-03c8-44e6-b57b-ff6286b81001," MV FILE NO. 1101-0503730, ",Motorcycle,"CHASSIS NR. MD2A76BY6JWK75273, ",ENGINE NR. DYYWJK28889,Private,,3675837d-0eb3-4ad7-b57e-b0af57067c86
3675837d-0eb3-4ad7-b57e-b0af57067c86,,"FUSO REF. VAN TRUCK, ,MULTI COLOR ",,,,,712e11d5-f63d-44e9-879f-67c09482627c,"BEARING PLATE NO. 030110, ",Van, ENGINE NO. 6M61-012673,"CHASSIS NO.FK61HK-760684,",Private,,3675837d-0eb3-4ad7-b57e-b0af57067c86
3677277e-0c6b-49fd-8abb-cd8559ce2130,LUCKY STAR ,LUCKY STAR,Multiple,Steering,,Going ahead,53e1eaa5-6c9c-4401-aa07-7b92af14881d,Registered Number 1303-0289724,Motorcycle,,,Private,,3677277e-0c6b-49fd-8abb-cd8559ce2130
36902858-e452-46e4-ab82-9aa6f9097157,SUZUKI JITNEY,,Rear,,,Going ahead,d739ba14-3bd8-43c4-9289-64f0f130d555,,Jeepney,F6A-7229760,DA52T-254520,Public / For-Hire,,36902858-e452-46e4-ab82-9aa6f9097157
36902858-e452-46e4-ab82-9aa6f9097157,Honda,XRM,Multiple,,,Merging,7795e337-23d3-4075-a33d-7e8af3721a1d,,Motorcycle,,,Private,,36902858-e452-46e4-ab82-9aa6f9097157
371b3fd3-aeb3-42a7-8747-32dca93bc821,Motorstar,,Multiple,None,Legal,Going ahead,1b80732e-d729-4f9d-9570-99ad1f4b8e3c,MC 34547,Motorcycle,,LHJXJHLA7FB938218,Private,,371b3fd3-aeb3-42a7-8747-32dca93bc821
371b3fd3-aeb3-42a7-8747-32dca93bc821,Nissan Calibre,2017,Front,None,Legal,Going ahead,087d9692-d5f4-4c83-bbf7-b7238ebc0b36,0707-535446,Truck (Pick-Up),YD25716227T,MNTCC2D23Z0023112,Private,,371b3fd3-aeb3-42a7-8747-32dca93bc821
378aa26e-6137-4a37-87d0-744dc4e2d961,Rusi MC ,,Rear,None,,Parked on road,c2286d1a-0b48-45f7-b68f-fc1b9d490a73,no plate,Motorcycle,,,Private,,378aa26e-6137-4a37-87d0-744dc4e2d961
378aa26e-6137-4a37-87d0-744dc4e2d961,Honda 125 ,,Front,None,,Going ahead,a2b97855-c381-4923-9918-21a893c17d01,no plate,Tricycle,,,Private,,378aa26e-6137-4a37-87d0-744dc4e2d961
390c55d5-20d4-461d-a400-93e1e5662826,HONDA ,XRM 125,Multiple,None,Legal,Going ahead,4ea9fbc2-a1a8-4722-a719-f638119c5e3d,temporary plate # 09011082722,Motorcycle,KPY00E188338 ,KPY00188302,Private,,390c55d5-20d4-461d-a400-93e1e5662826
390c55d5-20d4-461d-a400-93e1e5662826,HONDA,RS125,Left,None,Legal,Going ahead,81c6960f-dd0f-4710-b9c7-a11636d9da5c,2735-GT,Motorcycle,KPG00E032873,KPG00032874,Private,,390c55d5-20d4-461d-a400-93e1e5662826
397a9bf6-2db0-4a27-910d-c846ae13a8cc,Suzuki,multicab,Front,None,Legal,Cross traffic,ca31c32d-5656-478b-9342-32a813f26c14,"JDA 361 , engine number , chassis number ",Others,FCA-6311863,DK-512-391134,Private,unkown,397a9bf6-2db0-4a27-910d-c846ae13a8cc
397a9bf6-2db0-4a27-910d-c846ae13a8cc,Yamaha,Yamaha motorcycle,Multiple,Lights,Legal,Cross traffic,4cc36b43-735d-46e5-95c5-ab720931364a,4447JM,Motorcycle,unknown,unknown,Private,without registration,397a9bf6-2db0-4a27-910d-c846ae13a8cc
39c3280c-ab30-4ca5-822c-e7ee2004b116,Star-X motorcycle,,,,,,b5336553-b152-4468-b20f-a41da3fac022,5554 TE,Motorcycle, JL489FMI509A310608,LAAAAKJB990004747 ,Private,,39c3280c-ab30-4ca5-822c-e7ee2004b116
39c3280c-ab30-4ca5-822c-e7ee2004b116, Kawasaki, Bajah,,,,,826c528a-30e6-4664-b708-c7cdddaaa2fd,,Motorcycle,,,Private,,39c3280c-ab30-4ca5-822c-e7ee2004b116
39c3280c-ab30-4ca5-822c-e7ee2004b116,FUSO Truck,,,,,,567ac7bc-82eb-488a-8326-f88ae9600f0e,102008 ,Truck (Unknown),6M61-025733,FK71HJ-751270,Private,,39c3280c-ab30-4ca5-822c-e7ee2004b116
3ac27bcd-21a2-4d15-9846-bedda60692f2,,Tricycle,,,,,fef86a2d-3e4b-4083-b2f0-684890bcee56,,Tricycle,,,Private,,3ac27bcd-21a2-4d15-9846-bedda60692f2
3df749d7-e8c9-4d46-90b1-14c2f1d22ba8,Yamaha Mio,,,None,Legal,Going ahead,a20cfdf5-f3ea-4e5e-a968-4b67d77e8c38,No plate No. attached,Motorcycle,E3R2E-0291881,PA0SE9810FOOO3943,Private,,3df749d7-e8c9-4d46-90b1-14c2f1d22ba8
3e31dc29-6d3e-4891-8fed-4dd51061d2c2,HOWO DUMP TRUCK,,None,None,,Going ahead,a12a0feb-1e6e-48a7-b41e-4521bdf5b477,NAT-3216 ,Truck (Unknown),,,,,3e31dc29-6d3e-4891-8fed-4dd51061d2c2
3e31dc29-6d3e-4891-8fed-4dd51061d2c2,CLOSED VAN ,,Front,None,,Going ahead,60ce6cb0-0430-4812-a45f-a42c91f48c64,RCB-533 ,Truck (Unknown),,,Private,,3e31dc29-6d3e-4891-8fed-4dd51061d2c2
3e31dc29-6d3e-4891-8fed-4dd51061d2c2,MOTORCYCLE ,,Multiple,None,,Going ahead,7cd26f70-3b40-431e-9158-61fc50d626a7,no plate,Motorcycle,,,Private,,3e31dc29-6d3e-4891-8fed-4dd51061d2c2
3e9afa03-52ee-4eb7-8f28-c8c4db80ed68,Bajaj CT 100,Kawasaki,Multiple,None,Legal,Merging,f077ba2f-6793-4aff-8d46-b09b09541012,,Motorcycle,,MD2DDDUZZVWB01714,Private,,3e9afa03-52ee-4eb7-8f28-c8c4db80ed68
3e9afa03-52ee-4eb7-8f28-c8c4db80ed68,kYMCO,,Multiple,None,Legal,Going ahead,ce4b50ce-5c0f-48f0-af59-f03e6f970e9b,,Motorcycle,KB222114032,LC2E10000G1008489,Private,,3e9afa03-52ee-4eb7-8f28-c8c4db80ed68
3f0af519-4026-484e-b1b3-6c159fbe6435,Honda XRM 125,,,,,Going ahead,0c85330c-4d48-4e56-95d0-a0de48363445,5044YF ,Motorcycle,,,Private,,3f0af519-4026-484e-b1b3-6c159fbe6435
41b6e46a-be47-41b7-8b38-e92c6c92d7e5, YAMAHA VEGA, YAMAHA VEGA,,,,Going ahead,c7a29bea-c0af-453c-9283-3728fd3698e4,3989 KT,Motorcycle,,,Private,,41b6e46a-be47-41b7-8b38-e92c6c92d7e5
41b6e46a-be47-41b7-8b38-e92c6c92d7e5,HONDA CLICK,HONDA CLICK,,,,Overtaking,6403ebb6-c6a3-4a47-8b7a-e687ba952367, KA 96422,Motorcycle,, MLHJF3709F5013199,Private,,41b6e46a-be47-41b7-8b38-e92c6c92d7e5
42160ca7-2227-4e8e-ad5d-1d964c31ab1a,Honda XRM 125 ,,Multiple,None,Legal,,5d011ddb-1caf-4fb3-9c64-88c4a57d0e6d,,Motorcycle,KPYR0E066134,KPYR0066188,Private,,42160ca7-2227-4e8e-ad5d-1d964c31ab1a
4268aa5c-5640-4866-aae6-d3c4812a485d,MOTOPOSH,,,,,,0cf4790a-fb46-4828-bea4-fcc236953d50,4500QI ,Motorcycle,BT156FM12V12008461,L82PCJL43C1208491,Private,,4268aa5c-5640-4866-aae6-d3c4812a485d
4268aa5c-5640-4866-aae6-d3c4812a485d,KYMCO LIKE,,,,,,435c96cf-5929-4e99-b67c-391cd800674f,1301-131 453,Motorcycle,1001349,LC2D230B0J1000244,Private,,4268aa5c-5640-4866-aae6-d3c4812a485d
426cae8a-b438-4100-8cfd-8b23470391d0,Hyundai Grace Van,,Rear,None,,Parked on road,a136cebb-bb09-4f41-b8a5-dc0251eafeb5,WNF 117 ,Van,,,Private,,426cae8a-b438-4100-8cfd-8b23470391d0
426cae8a-b438-4100-8cfd-8b23470391d0,CHEROKE,,Front,None,,Going ahead,5e313a96-553e-4ab5-913b-25823e880bc1,no,SUV,,,Private,,426cae8a-b438-4100-8cfd-8b23470391d0
43626a89-4eb8-4a3b-a7d5-c400960adc88,,Nissan Sentra Body type Sedan- 4-door year model 1994 ,,,,,94a246a3-d1e2-4b38-81f3-a258e6734b69,bearing Plate No. TMZ182 ,Car,Engine No. GA14-P001622B ,Chassis No. BCAB13-836452 ,Private,,43626a89-4eb8-4a3b-a7d5-c400960adc88
43626a89-4eb8-4a3b-a7d5-c400960adc88,,Honda Motorcycle Model Click 125 I CBS,,,,,d26683dc-3f52-4fff-8276-f6bce0f7d801,,Motorcycle, Engine No. JA46E7005902 ,Chassis No. MHIJA4673JIC005996,Private,,43626a89-4eb8-4a3b-a7d5-c400960adc88
4363c01c-ec1a-436f-8d20-f492bc43d971,,,,,,,7d4de555-c184-47d6-82c8-7eb5d16d6a34,,,,,,,4363c01c-ec1a-436f-8d20-f492bc43d971
4363c01c-ec1a-436f-8d20-f492bc43d971,Unidentified,Unidentified,,,,,f70e7540-5877-41ae-948c-1c59fc79d047,Unidentified,Car,Unidentified,Unidentified,Private,,4363c01c-ec1a-436f-8d20-f492bc43d971
439399e9-bfa9-4c8a-a404-b724b0d23e15,Mitsubishi Strada GLS ,,None,None,,Left turn,1a794d8d-e7a4-493e-a672-cb9950ccf09a,LMR507,Truck (Pick-Up),,,Private,,439399e9-bfa9-4c8a-a404-b724b0d23e15
443525c1-14e3-4800-b8d8-6c2ed0493315,Fuso,Canter,None,None,Legal,Going ahead,e0044482-ecd0-41aa-8ae5-346c14cc5b3b,"TFS 279,",Truck (Unknown),4D31-A37894, FE304B-A522231 ,Private,not indicated in the report,443525c1-14e3-4800-b8d8-6c2ed0493315
443525c1-14e3-4800-b8d8-6c2ed0493315,Yamaha ,Speedy Mio 125,Multiple,None,Legal,Going ahead,95d82786-4a36-4724-9377-519d88c8c346,0101-0608807,Motorcycle,not indicated in the report,not indicated in the report,Private,not indicated in the report,443525c1-14e3-4800-b8d8-6c2ed0493315
449563b7-57e8-40fd-a28e-71a0444c03af,Yamaha,Mio Soul Scooter125,Multiple,None,Legal,Left turn,88f81995-397f-471e-a092-afa3bd022fa3,,Motorcycle,E3W9E-0046751,PAOSEA120J0017732,Private,,449563b7-57e8-40fd-a28e-71a0444c03af
449563b7-57e8-40fd-a28e-71a0444c03af,Kawasaki,Bajaj CT100,Multiple,None,Legal,Going ahead,ea9270b6-8066-4b14-8502-6cf9f4c969bd,,Motorcycle,,MD2A18AY7HWB46969,Private,,449563b7-57e8-40fd-a28e-71a0444c03af
449563b7-57e8-40fd-a28e-71a0444c03af,,,,,,,3437d69a-41c0-4d35-b407-a6db94bc3c7e,,,,,,,449563b7-57e8-40fd-a28e-71a0444c03af
44bca47b-c6f2-49fe-8ffd-4d1660793d06,honda,,Front,None,Other (see description),,d50db00a-1629-4a8c-b9a5-42894dbba835,,Motorcycle,,,Private,,44bca47b-c6f2-49fe-8ffd-4d1660793d06
44fd4cb6-b8f6-497f-acff-97677883b1f2,,Isuzu truck ,,,,,afb9e8de-4a72-46da-b8cb-dec0b582ba59,bearing plate # ZKV612 ,Truck (Pick-Up),,,Private,,44fd4cb6-b8f6-497f-acff-97677883b1f2
45541c4d-39d9-4242-b249-d7a16b420b54,Yamaha ,STX125,,,,,56192ccb-1cca-4fb3-a267-d63802161d92,KX 1054 ,Motorcycle,,,Private,,45541c4d-39d9-4242-b249-d7a16b420b54
45541c4d-39d9-4242-b249-d7a16b420b54,Toyota ,Hilux 2.8L,,,,,cc864136-167f-4927-ad64-91f0ca5e334c,KAC 9134,Truck (Pick-Up),,,Private,,45541c4d-39d9-4242-b249-d7a16b420b54
45541c4d-39d9-4242-b249-d7a16b420b54,Mitsubishi ,Montero SPT GLS,,,,,94bfe85a-5b4e-4cd5-84b9-b2bcc1da0ca3,KAB 4115,SUV,,,Private,,45541c4d-39d9-4242-b249-d7a16b420b54
46c3eec4-34fb-442c-9502-a4fd5f8904c2,Honda,,Front,None,Legal,Going ahead,81ab24b8-f1f4-4047-8af8-d3fd6ba0aa77,MA 63965,Motorcycle,,,Private,,46c3eec4-34fb-442c-9502-a4fd5f8904c2
472b010c-5c5d-4741-9acd-eaf8c7e51227,,,,,,,23fcc5f7-960f-40c2-a4e5-13b620a2962e,,Car,,,,,472b010c-5c5d-4741-9acd-eaf8c7e51227
472b010c-5c5d-4741-9acd-eaf8c7e51227,,,,,,,7f49be22-8487-4a01-9306-1abd696f3f39,,Motorcycle,,,,,472b010c-5c5d-4741-9acd-eaf8c7e51227
49021490-deae-4c48-b7af-68555e558224,Toyota,Truck,,,,,b774c4fe-dabd-4d95-81be-b43a4844983c,090710,Truck (Rigid),1W-9004016 , WB502-70717,Private,,49021490-deae-4c48-b7af-68555e558224
49021490-deae-4c48-b7af-68555e558224, YAMAHA YTX,,,,,,c718327c-6ce3-4d60-82a1-076b39f51403, 1020-67662,Motorcycle, E3W7E0111641,PAORE3210K0112316,Private,,49021490-deae-4c48-b7af-68555e558224
490d19c6-147b-4f35-a3d1-099c3bf345de,Kawasaki Bajaj Ct100,,Front,None,Legal,Overtaking,953e3c04-9cf4-445c-93f2-9b5065fad13f,Plate number,Motorcycle,None,None,Private,,490d19c6-147b-4f35-a3d1-099c3bf345de
490d19c6-147b-4f35-a3d1-099c3bf345de,Honda CB 125,,Front,None,Legal,Going ahead,cd1f4213-4819-428e-a6d7-a79da0071570,Temporary Plate number,Motorcycle,KYY30E043935,KYY30043946,Private,,490d19c6-147b-4f35-a3d1-099c3bf345de
4951276e-a5dd-4cc1-96a0-d190fb8d1c2b,Mitsubishi ,Adventure,Front,,,Going ahead,290c457b-6310-4ed6-937a-e4dfd3ea28d0, EBN 513,SUV, 4D56AAJ1411,PAEVB5MMEDB009956,Private,,4951276e-a5dd-4cc1-96a0-d190fb8d1c2b
4951276e-a5dd-4cc1-96a0-d190fb8d1c2b,Howo Dumptruck,Dumptruck,,,,Going ahead,756e5abc-4d9f-435b-80a8-28fd44b347b4, 1230-100292,Truck (Articulated),180507025677,LZZ1ELSD5JA372470,Private,,4951276e-a5dd-4cc1-96a0-d190fb8d1c2b
49b50457-e557-41af-9b31-48682503fc3f, TRAILER TRUCK ,NONE,Multiple,Multiple,Legal,Going ahead,ba040530-6d45-462b-b4f4-3612a833c761,KDZ 924,Truck (Articulated),NONE,NONE,Private,NONE,49b50457-e557-41af-9b31-48682503fc3f
49c365a0-e341-4633-ae80-ae1081774dca,Kawasaki BAjaj CT100,,Front,None,Legal,Overtaking,1cd30c98-9e3b-4b41-b404-071722b7e174,None,Motorcycle,undetermined,MD2A18AY4HWE56500,Private,,49c365a0-e341-4633-ae80-ae1081774dca
49c365a0-e341-4633-ae80-ae1081774dca,Kawasaki Bajaj CT100,,Rear,None,Legal,,4af0b250-a779-41a3-95f9-6b1890916275,5095 MZ,Tricycle,undetermined,MD2A18AZOCW862866*,Private,,49c365a0-e341-4633-ae80-ae1081774dca
4b49b7cd-2d58-4298-9868-fb9d23abfbb8,Kawasaki BAjaj CT100,,Front,None,Legal,Overtaking,1cd30c98-9e3b-4b41-b404-071722b7e174,None,Motorcycle,undetermined,MD2A18AY4HWE56500,Private,,4b49b7cd-2d58-4298-9868-fb9d23abfbb8
4b49b7cd-2d58-4298-9868-fb9d23abfbb8,Kawasaki Bajaj CT100,,Rear,None,Legal,,4af0b250-a779-41a3-95f9-6b1890916275,5095 MZ,Tricycle,undetermined,MD2A18AZOCW862866*,Private,,4b49b7cd-2d58-4298-9868-fb9d23abfbb8
4bff0668-6103-4608-8f3a-fd5bbbfad193,HONDA,TMX 155 ,,,,,211edba6-bf17-4e6a-b137-25dcbbe3d61c,,Motorcycle,,,Private,,4bff0668-6103-4608-8f3a-fd5bbbfad193
4bff0668-6103-4608-8f3a-fd5bbbfad193,Bajaj Boxer 150 ,Boxer 150 ,,Lights,,,106cabdc-c36a-4902-a377-cde3cd09629b,1001-0243,Motorcycle,,,Private,,4bff0668-6103-4608-8f3a-fd5bbbfad193
4c010a7e-fa49-4ad7-8848-7832ae758ac2,Suzuki Smash,2017,Front,None,Legal,Going ahead,13d7bb2f-32e2-4e72-8f02-f2d108008076,060105,Motorcycle,E472478836,BE4DX655580,Private,,4c010a7e-fa49-4ad7-8848-7832ae758ac2
4c010a7e-fa49-4ad7-8848-7832ae758ac2,Mitsubishi Fuso Stake Truck,2005,Right,None,Legal,Left turn,e7834bf6-84c7-47b6-a04b-e5ff9ded94ff,YDJ 109,Truck (Rigid),4D33-B03347,FE4373-581607,Private,,4c010a7e-fa49-4ad7-8848-7832ae758ac2
4ca5de05-18e0-4cb1-8680-fd5c4bc9b8b6,,Pick-up Truck-ISUZU Eagle 41 ,,,,,ffe9af21-1509-4074-a6a9-3f4c96626909,,Car,,,Private,,4ca5de05-18e0-4cb1-8680-fd5c4bc9b8b6
4ccaaad8-0d5d-4f12-b4f5-d4c7cafec76b,motoposh,motoposh,None,None,Legal,Going ahead,07d8346b-29d8-4180-8672-11cccccc395e,no plate attached,Motorcycle, 161FMJ-11 *2H002272*,*LB415PC74HC002272* ,Private,not indicated in the report,4ccaaad8-0d5d-4f12-b4f5-d4c7cafec76b
4cf46e42-5ac1-4770-8078-27084e21e293,,,,,,,38adab51-9751-4d35-89e8-9c3897f6277d,,Motorcycle,,,Private,,4cf46e42-5ac1-4770-8078-27084e21e293
4d8de656-5385-4833-a94c-51c465e3dcf1,,,,,,,48c7c9a4-2655-471b-b616-29e5a8f5c478,1303-0548048,Motorcycle,,,,,4d8de656-5385-4833-a94c-51c465e3dcf1
4d8de656-5385-4833-a94c-51c465e3dcf1, RANGER,,,,,,e34b074d-921c-4e63-a11a-9da1bcaec00f,NBF 8558,SUV,,,,,4d8de656-5385-4833-a94c-51c465e3dcf1
4d8de656-5385-4833-a94c-51c465e3dcf1,,,,,,,4e05b038-d37f-48a2-bf4f-f6db91600701, AWA 4280,Truck (Unknown),,,,,4d8de656-5385-4833-a94c-51c465e3dcf1
